Ionization Mode;name;pH_aq;CAS Registry Number;DTXSID;MS-Ready DTXCID;Number of Mixtures;Mixture;Retention Time;Concentration Level;Concentration (mM);Observed Intensity;Normalization Factor;Normalized Intensity;log-log Calibration Curve Intercept;log-log Calibration Curve Slope;Calibration Curve Concentration Estimate (mM);Upper-Bound Calibration Curve Concentration Estimate (mM);Lower-Bound Calibration Curve Concentration Estimate (mM);True Concentration Within CC-Based Concentration Bounds?;Error Quotient: Upper-Bound Calibration Curve Concentration Estimate / True Concentration;Response Factor;Upper-Bound RF-Based Concentration Estimate (mM);Lower-Bound RF-Based Concentration Estimate (mM);True Concentration Within RF-Based Concentration Bounds?;Error Quotient: Upper-Bound RF-Based Concentration Estimate / True Concentration;logIE;instrument;source;solvent;doi;Box-Cox Transformed Response Factor (l = 0.285);Linear Mixed-Effects Model Transformed Response Factor Estimate;Smoothed Linear Mixed-Effects Model Upper-Bound Transformed Response Factor Estimate;Smoothed Linear Mixed-Effects Model Lower-Bound Transformed Response Factor Estimate;IE-Based RF Imputed with Minimum RF / √2?;Upper-Bound IE-Based Concentration Estimate (mM);Lower-Bound IE-Based Concentration Estimate (mM);True Concentration Within IE-Based Concentration Bounds?;Error Quotient: Upper-Bound IE-Based Concentration Estimate / True Concentration;Prediction Quotient: Upper-Bound RF-Based Concentration Estimate / Upper Bound IE-Based Concentration Estimate
Esi+;Brucine;6;357-57-3;DTXSID2024662;DTXCID50197434;1;502;1.63;High;0.732;2.48E+07;0.916;2.27E+07;7.5;0.997;0.713;NA;NA;;NA;3.10E+07;16.589;0.094;YES;22.662;3.753;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;475.5;680.5;425.8;935.4;NO;1.075;0.069;YES;1.469;15.428
Esi+;Chloroxuron;6;1982-47-4;DTXSID7040287;DTXCID5020287;1;505;8.15;Low;0.024;2.77E+06;0.926;2.56E+06;8.19;1.094;0.024;NA;NA;;NA;1.07E+08;1.872;0.011;YES;77.985;2.967;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;677.8;526.8;271.9;781.9;NO;0.576;0.015;YES;24.011;3.248
Esi+;Chloroxuron;6;1982-47-4;DTXSID7040287;DTXCID5020287;1;505;8.15;Mid;0.122;1.48E+07;1.097;1.62E+07;8.19;1.094;0.127;NA;NA;;NA;1.33E+08;11.85;0.067;YES;97.128;2.967;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;721.8;526.8;271.9;781.9;NO;3.648;0.092;YES;29.905;3.248
Esi+;Chloroxuron;6;1982-47-4;DTXSID7040287;DTXCID5020287;1;505;8.15;High;0.49;3.91E+07;1.772;6.92E+07;8.19;1.094;0.479;NA;NA;;NA;1.41E+08;50.535;0.285;YES;103.133;2.967;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;734.3;526.8;271.9;781.9;NO;15.559;0.393;YES;31.754;3.248
Esi+;Norethindrone;6;68-22-4;DTXSID9023380;DTXCID50208791;1;505;7.4;Low;0.024;1.00E+06;0.926;9.26E+05;7.6;1.002;0.024;NA;NA;;NA;3.86E+07;0.676;0.004;YES;28.172;2.848;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;506.2;503.6;248.7;758.8;NO;0.283;0.006;YES;11.807;2.386
Esi+;Norethindrone;6;68-22-4;DTXSID9023380;DTXCID50208791;1;505;7.4;Mid;0.122;4.60E+06;1.097;5.05E+06;7.6;1.002;0.128;NA;NA;;NA;4.14E+07;3.686;0.021;YES;30.211;2.848;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;516.4;503.6;248.7;758.8;NO;1.545;0.032;YES;12.662;2.386
Esi+;Norethindrone;6;68-22-4;DTXSID9023380;DTXCID50208791;1;505;7.4;High;0.49;1.07E+07;1.772;1.90E+07;7.6;1.002;0.478;NA;NA;;NA;3.87E+07;13.853;0.078;YES;28.272;2.848;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;506.7;503.6;248.7;758.8;NO;5.806;0.12;YES;11.849;2.386
Esi+;Corticosterone;6;50-22-6;DTXSID6022474;DTXCID50209162;1;504;6.3;Low;0.024;6.52E+05;0.952;6.20E+05;7.12;0.805;0.022;NA;NA;;NA;2.58E+07;0.453;0.003;YES;18.866;2.479;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;451.2;431.6;176.5;686.8;NO;0.619;0.006;YES;25.799;0.731
Esi+;Corticosterone;6;50-22-6;DTXSID6022474;DTXCID50209162;1;504;6.3;Mid;0.122;2.85E+06;0.98;2.79E+06;7.12;0.805;0.144;NA;NA;;NA;2.29E+07;2.04;0.012;YES;16.72;2.479;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;435.8;431.6;176.5;686.8;NO;2.789;0.025;YES;22.864;0.731
Esi+;Corticosterone;6;50-22-6;DTXSID6022474;DTXCID50209162;1;504;6.3;High;0.49;6.53E+06;1.067;6.96E+06;7.12;0.805;0.448;NA;NA;;NA;1.42E+07;5.083;0.029;YES;10.374;2.479;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;379.9;431.6;176.5;686.8;NO;6.951;0.062;YES;14.186;0.731
Esi+;4-Androstene-3,17-dione;6;63-05-8;DTXSID8024523;DTXCID50209364;1;505;7.22;Low;0.024;8.28E+05;0.926;7.67E+05;7.42;0.947;0.024;NA;NA;;NA;3.20E+07;0.56;0.003;YES;23.327;2.791;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;479.5;492.5;237.5;747.7;NO;0.275;0.005;YES;11.46;2.036
Esi+;4-Androstene-3,17-dione;6;63-05-8;DTXSID8024523;DTXCID50209364;1;505;7.22;Mid;0.122;3.42E+06;1.097;3.75E+06;7.42;0.947;0.126;NA;NA;;NA;3.07E+07;2.738;0.015;YES;22.444;2.791;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;474.2;492.5;237.5;747.7;NO;1.345;0.025;YES;11.026;2.036
Esi+;4-Androstene-3,17-dione;6;63-05-8;DTXSID8024523;DTXCID50209364;1;505;7.22;High;0.49;7.51E+06;1.772;1.33E+07;7.42;0.947;0.481;NA;NA;;NA;2.71E+07;9.708;0.055;YES;19.812;2.791;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;457.5;492.5;237.5;747.7;NO;4.769;0.088;YES;9.733;2.036
Esi+;Testosterone propionate;6;57-85-2;DTXSID9036515;DTXCID50209566;1;506;11.37;Low;0.024;1.56E+06;0.935;1.46E+06;7.75;0.974;0.024;NA;NA;;NA;6.09E+07;1.068;0.006;YES;44.48;2.83;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;577.1;500.1;245.1;755.2;NO;0.47;0.009;YES;19.596;2.27
Esi+;Testosterone propionate;6;57-85-2;DTXSID9036515;DTXCID50209566;1;506;11.37;Mid;0.122;7.53E+06;0.983;7.40E+06;7.75;0.974;0.125;NA;NA;;NA;6.06E+07;5.4;0.03;YES;44.259;2.83;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;576.2;500.1;245.1;755.2;NO;2.379;0.047;YES;19.499;2.27
Esi+;Testosterone propionate;6;57-85-2;DTXSID9036515;DTXCID50209566;1;506;11.37;High;0.49;1.95E+07;1.411;2.76E+07;7.75;0.974;0.483;NA;NA;;NA;5.62E+07;20.116;0.113;YES;41.053;2.83;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;563.9;500.1;245.1;755.2;NO;8.863;0.177;YES;18.087;2.27
Esi+;Fluocinolone acetonide;6;67-73-2;DTXSID0040674;DTXCID50209667;1;506;6.79;Low;0.024;8.09E+05;0.935;7.56E+05;7.36;0.908;0.023;NA;NA;;NA;3.15E+07;0.552;0.003;YES;22.996;2.614;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;477.5;457.8;202.8;713;NO;0.468;0.006;YES;19.512;1.179
Esi+;Fluocinolone acetonide;6;67-73-2;DTXSID0040674;DTXCID50209667;1;506;6.79;Mid;0.122;3.72E+06;0.983;3.66E+06;7.36;0.908;0.132;NA;NA;;NA;3.00E+07;2.669;0.015;YES;21.88;2.614;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;470.8;457.8;202.8;713;NO;2.265;0.029;YES;18.565;1.179
Esi+;Fluocinolone acetonide;6;67-73-2;DTXSID0040674;DTXCID50209667;1;506;6.79;High;0.49;8.24E+06;1.411;1.16E+07;7.36;0.908;0.47;NA;NA;;NA;2.37E+07;8.483;0.048;YES;17.312;2.614;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;440.1;457.8;202.8;713;NO;7.197;0.091;YES;14.689;1.179
Esi+;Ingliforib;6;186392-65-4;DTXSID4047252;DTXCID50210197;2;499;7.75;Low;0.024;1.25E+05;1.015;1.26E+05;6.53;0.876;0.023;0.032;0.016;YES;1.349;5.27E+06;0.092;0.001;YES;3.844;2.829;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;285.4;500;245;755.1;NO;0.041;0.001;YES;1.696;2.266
Esi+;Ingliforib;6;186392-65-4;DTXSID4047252;DTXCID50210197;2;499;7.75;Mid;0.122;5.13E+05;1.037;5.32E+05;6.53;0.876;0.12;0.164;0.089;YES;1.342;4.36E+06;0.388;0.002;YES;3.181;2.829;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;270.2;500;245;755.1;NO;0.171;0.003;YES;1.404;2.266
Esi+;Ingliforib;6;186392-65-4;DTXSID4047252;DTXCID50210197;2;499;7.75;High;0.49;1.81E+06;1.12;2.03E+06;6.53;0.876;0.554;0.792;0.399;YES;1.616;4.13E+06;1.478;0.008;YES;3.017;2.829;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;266.1;500;245;755.1;NO;0.652;0.013;YES;1.331;2.266
Esi+;Ingliforib;6;186392-65-4;DTXSID4047252;DTXCID50210197;2;503;7.67;Low;0.024;1.37E+05;0.95;1.30E+05;6.53;0.876;0.024;0.034;0.017;YES;1.397;5.44E+06;0.095;0.001;YES;3.968;2.829;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;288;500;245;755.1;NO;0.042;0.001;YES;1.751;2.266
Esi+;Ingliforib;6;186392-65-4;DTXSID4047252;DTXCID50210197;2;503;7.67;Mid;0.122;5.57E+05;1.018;5.67E+05;6.53;0.876;0.13;0.176;0.095;YES;1.447;4.65E+06;0.414;0.002;YES;3.394;2.829;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;275.4;500;245;755.1;NO;0.183;0.004;YES;1.498;2.266
Esi+;Ingliforib;6;186392-65-4;DTXSID4047252;DTXCID50210197;2;503;7.67;High;0.49;1.38E+06;1.16;1.60E+06;6.53;0.876;0.423;0.596;0.307;YES;1.216;3.26E+06;1.166;0.007;YES;2.38;2.829;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;248.5;500;245;755.1;NO;0.514;0.01;YES;1.05;2.266
Esi+;UK-373911;6;291305-06-1;DTXSID5047295;DTXCID50210213;1;506;5.02;Low;0.024;2.71E+05;0.935;2.53E+05;6.88;0.898;0.023;NA;NA;;NA;1.05E+07;0.185;0.001;YES;7.692;2.917;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;348.6;517.1;262.2;772.2;NO;0.064;0.002;YES;2.686;2.864
Esi+;UK-373911;6;291305-06-1;DTXSID5047295;DTXCID50210213;1;506;5.02;Mid;0.122;1.31E+06;0.983;1.29E+06;6.88;0.898;0.138;NA;NA;;NA;1.05E+07;0.939;0.005;YES;7.697;2.917;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;348.6;517.1;262.2;772.2;NO;0.328;0.008;YES;2.687;2.864
Esi+;UK-373911;6;291305-06-1;DTXSID5047295;DTXCID50210213;1;506;5.02;High;0.49;2.67E+06;1.411;3.77E+06;6.88;0.898;0.458;NA;NA;;NA;7.69E+06;2.749;0.015;YES;5.61;2.917;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;318.3;517.1;262.2;772.2;NO;0.96;0.022;YES;1.959;2.864
Esi+;Farglitazar;6;196808-45-4;DTXSID1047310;DTXCID50210218;1;506;10.79;Low;0.022;2.05E+06;0.935;1.92E+06;8.03;1.035;0.02;NA;NA;;NA;8.88E+07;1.4;0.008;YES;64.81;3.376;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;642.8;606.7;351.9;861.7;NO;0.176;0.008;YES;8.152;7.95
Esi+;Farglitazar;6;196808-45-4;DTXSID1047310;DTXCID50210218;1;506;10.79;Mid;0.11;1.26E+07;0.983;1.24E+07;8.03;1.035;0.124;NA;NA;;NA;1.13E+08;9.047;0.051;YES;82.393;3.376;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;688.6;606.7;351.9;861.7;NO;1.138;0.05;YES;10.364;7.95
Esi+;Farglitazar;6;196808-45-4;DTXSID1047310;DTXCID50210218;1;506;10.79;High;0.441;3.06E+07;1.411;4.31E+07;8.03;1.035;0.413;NA;NA;;NA;9.78E+07;31.466;0.177;YES;71.351;3.376;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;660.8;606.7;351.9;861.7;NO;3.958;0.174;YES;8.975;7.95
Esi+;Flurandrenolide;6;1524-88-5;DTXSID2047434;DTXCID50210238;1;505;7.12;Low;0.024;5.07E+05;0.926;4.70E+05;7.43;1.075;0.023;NA;NA;;NA;1.96E+07;0.343;0.002;YES;14.292;2.43;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;416.6;421.9;166.8;677.1;NO;0.57;0.004;YES;23.751;0.602
Esi+;Flurandrenolide;6;1524-88-5;DTXSID2047434;DTXCID50210238;1;505;7.12;Mid;0.122;2.74E+06;1.097;3.01E+06;7.43;1.075;0.131;NA;NA;;NA;2.47E+07;2.196;0.012;YES;18.001;2.43;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;445.1;421.9;166.8;677.1;NO;3.65;0.028;YES;29.915;0.602
Esi+;Flurandrenolide;6;1524-88-5;DTXSID2047434;DTXCID50210238;1;505;7.12;High;0.49;6.76E+06;1.772;1.20E+07;7.43;1.075;0.472;NA;NA;;NA;2.44E+07;8.742;0.049;YES;17.84;2.43;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;444;421.9;166.8;677.1;NO;14.527;0.112;YES;29.648;0.602
Esi+;Iprovalicarb;6;140923-17-7;DTXSID0047662;DTXCID50210253;1;506;8.93;Low;0.024;2.79E+06;0.935;2.61E+06;8.22;1.105;0.023;NA;NA;;NA;1.09E+08;1.905;0.011;YES;79.392;3.265;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;681.3;585.1;330.3;840.2;NO;0.299;0.012;YES;12.442;6.381
Esi+;Iprovalicarb;6;140923-17-7;DTXSID0047662;DTXCID50210253;1;506;8.93;Mid;0.122;1.75E+07;0.983;1.72E+07;8.22;1.105;0.129;NA;NA;;NA;1.41E+08;12.569;0.071;YES;103.021;3.265;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;734.1;585.1;330.3;840.2;NO;1.97;0.076;YES;16.145;6.381
Esi+;Iprovalicarb;6;140923-17-7;DTXSID0047662;DTXCID50210253;1;506;8.93;High;0.49;5.17E+07;1.411;7.29E+07;8.22;1.105;0.476;NA;NA;;NA;1.49E+08;53.223;0.3;YES;108.619;3.265;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;745.3;585.1;330.3;840.2;NO;8.341;0.322;YES;17.022;6.381
Esi+;PK 11195;6;85532-75-8;DTXSID7041097;DTXCID5021097;1;506;10.09;Low;0.016;2.04E+06;0.935;1.91E+06;8.17;1.052;0.016;NA;NA;;NA;1.22E+08;1.394;0.008;YES;89.358;3.58;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;704.8;646.6;391.9;901.5;NO;0.121;0.007;YES;7.733;11.555
Esi+;PK 11195;6;85532-75-8;DTXSID7041097;DTXCID5021097;1;506;10.09;Mid;0.079;1.00E+07;0.983;9.86E+06;8.17;1.052;0.076;NA;NA;;NA;1.24E+08;7.199;0.041;YES;90.783;3.58;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;708;646.6;391.9;901.5;NO;0.623;0.034;YES;7.856;11.555
Esi+;PK 11195;6;85532-75-8;DTXSID7041097;DTXCID5021097;1;506;10.09;High;0.319;3.24E+07;1.411;4.57E+07;8.17;1.052;0.326;NA;NA;;NA;1.44E+08;33.378;0.188;YES;104.799;3.58;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;737.7;646.6;391.9;901.5;NO;2.889;0.158;YES;9.069;11.555
Esi+;6-Acetyl-1,1,2,4,4,7-hexamethyltetralin;6;21145-77-7;DTXSID7041544;DTXCID5021544;1;506;12.85;Low;0.024;1.95E+06;0.935;1.82E+06;7.98;1.058;0.024;NA;NA;;NA;7.60E+07;1.332;0.008;YES;55.501;2.835;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;614.9;501.1;246.1;756.2;NO;0.579;0.012;YES;24.108;2.302
Esi+;6-Acetyl-1,1,2,4,4,7-hexamethyltetralin;6;21145-77-7;DTXSID7041544;DTXCID5021544;1;506;12.85;Mid;0.122;1.05E+07;0.983;1.03E+07;7.98;1.058;0.123;NA;NA;;NA;8.46E+07;7.537;0.042;YES;61.777;2.835;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;634;501.1;246.1;756.2;NO;3.274;0.066;YES;26.834;2.302
Esi+;6-Acetyl-1,1,2,4,4,7-hexamethyltetralin;6;21145-77-7;DTXSID7041544;DTXCID5021544;1;506;12.85;High;0.49;3.15E+07;1.411;4.44E+07;7.98;1.058;0.488;NA;NA;;NA;9.06E+07;32.415;0.183;YES;66.153;2.835;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;646.6;501.1;246.1;756.2;NO;14.08;0.284;YES;28.734;2.302
Esi+;Benodanil;6;15310-01-7;DTXSID7041623;DTXCID5021623;1;501;5.78;Low;0.024;2.01E+06;0.76;1.53E+06;7.97;1.107;0.024;NA;NA;;NA;6.37E+07;1.115;0.006;YES;46.47;2.58;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;584.3;451.2;196.2;706.5;NO;1.06;0.012;YES;44.173;1.052
Esi+;Benodanil;6;15310-01-7;DTXSID7041623;DTXCID5021623;1;501;5.78;Mid;0.122;1.19E+07;0.769;9.12E+06;7.97;1.107;0.121;NA;NA;;NA;7.48E+07;6.658;0.038;YES;54.573;2.58;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;611.9;451.2;196.2;706.5;NO;6.329;0.074;YES;51.876;1.052
Esi+;Benodanil;6;15310-01-7;DTXSID7041623;DTXCID5021623;1;501;5.78;High;0.49;4.47E+07;0.963;4.31E+07;7.97;1.107;0.492;NA;NA;;NA;8.79E+07;31.436;0.177;YES;64.156;2.58;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;640.9;451.2;196.2;706.5;NO;29.883;0.349;YES;60.986;1.052
Esi+;2,2'-Dibenzoylaminodiphenyl disulfide;6;135-57-9;DTXSID7041629;DTXCID5021629;1;506;10.69;Low;0.024;1.03E+06;0.935;9.59E+05;7.82;1.131;0.024;NA;NA;;NA;4.00E+07;0.7;0.004;YES;29.166;2.985;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;511.3;530.4;275.5;785.5;NO;0.206;0.005;YES;8.576;3.401
Esi+;2,2'-Dibenzoylaminodiphenyl disulfide;6;135-57-9;DTXSID7041629;DTXCID5021629;1;506;10.69;Mid;0.122;6.58E+06;0.983;6.46E+06;7.82;1.131;0.127;NA;NA;;NA;5.30E+07;4.718;0.027;YES;38.671;2.985;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;554.4;530.4;275.5;785.5;NO;1.387;0.036;YES;11.37;3.401
Esi+;2,2'-Dibenzoylaminodiphenyl disulfide;6;135-57-9;DTXSID7041629;DTXCID5021629;1;506;10.69;High;0.49;2.05E+07;1.411;2.90E+07;7.82;1.131;0.479;NA;NA;;NA;5.91E+07;21.133;0.119;YES;43.128;2.985;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;572;530.4;275.5;785.5;NO;6.214;0.162;YES;12.681;3.401
Esi+;Famphur;6;52-85-7;DTXSID7041966;DTXCID5021966;1;506;5.84;Low;0.024;1.21E+05;0.935;1.13E+05;6.52;0.888;0.022;NA;NA;;NA;4.71E+06;0.083;0;YES;3.438;2.799;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;276.4;494.1;239.1;749.2;NO;0.04;0.001;YES;1.65;2.083
Esi+;Famphur;6;52-85-7;DTXSID7041966;DTXCID5021966;1;506;5.84;Mid;0.122;6.10E+05;0.983;6.00E+05;6.52;0.888;0.145;NA;NA;;NA;4.92E+06;0.438;0.002;YES;3.59;2.799;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;279.8;494.1;239.1;749.2;NO;0.21;0.004;YES;1.724;2.083
Esi+;Famphur;6;52-85-7;DTXSID7041966;DTXCID5021966;1;506;5.84;High;0.49;1.15E+06;1.411;1.63E+06;6.52;0.888;0.446;NA;NA;;NA;3.32E+06;1.188;0.007;YES;2.424;2.799;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;249.8;494.1;239.1;749.2;NO;0.57;0.011;YES;1.163;2.083
Esi+;N-Dodecanoyl-N-methylglycine;6;97-78-9;DTXSID7042011;DTXCID5022011;1;506;9.1;Low;0.023;7.69E+05;0.935;7.19E+05;7.2;0.805;0.021;NA;NA;;NA;3.15E+07;0.525;0.003;YES;23.024;2.303;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;477.7;397.1;142;652.4;NO;1.516;0.008;YES;66.502;0.346
Esi+;N-Dodecanoyl-N-methylglycine;6;97-78-9;DTXSID7042011;DTXCID5022011;1;506;9.1;Mid;0.116;3.20E+06;0.983;3.15E+06;7.2;0.805;0.134;NA;NA;;NA;2.71E+07;2.297;0.013;YES;19.815;2.303;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;457.6;397.1;142;652.4;NO;6.633;0.034;YES;57.233;0.346
Esi+;N-Dodecanoyl-N-methylglycine;6;97-78-9;DTXSID7042011;DTXCID5022011;1;506;9.1;High;0.466;5.72E+06;1.411;8.08E+06;7.2;0.805;0.431;NA;NA;;NA;1.73E+07;5.894;0.033;YES;12.663;2.303;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;402.3;397.1;142;652.4;NO;17.025;0.086;YES;36.574;0.346
Esi+;Methiuron;6;21540-35-2;DTXSID7042140;DTXCID5022140;1;508;2.49;Low;0.024;3.57E+05;0.95;3.39E+05;7.96;1.476;0.023;NA;NA;;NA;1.41E+07;0.248;0.001;YES;10.314;3.071;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;379.3;547.1;292.2;802.2;NO;0.059;0.002;YES;2.473;4.17
Esi+;Methiuron;6;21540-35-2;DTXSID7042140;DTXCID5022140;1;508;2.49;Mid;0.122;4.83E+06;1.035;5.00E+06;7.96;1.476;0.14;NA;NA;;NA;4.10E+07;3.647;0.021;YES;29.895;3.071;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;514.9;547.1;292.2;802.2;NO;0.875;0.026;YES;7.169;4.17
Esi+;Methiuron;6;21540-35-2;DTXSID7042140;DTXCID5022140;1;508;2.49;High;0.49;1.72E+07;1.669;2.86E+07;7.96;1.476;0.456;NA;NA;;NA;5.85E+07;20.91;0.118;YES;42.673;3.071;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;570.2;547.1;292.2;802.2;NO;5.014;0.149;YES;10.233;4.17
Esi+;N,N-Dimethyldecylamine oxide;6;2605-79-0;DTXSID7042190;DTXCID5022190;1;506;8.37;Low;0.024;2.26E+06;0.935;2.12E+06;8.13;1.121;0.024;NA;NA;;NA;8.82E+07;1.545;0.009;YES;64.388;3.433;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;641.6;617.8;363.1;872.8;NO;0.174;0.008;YES;7.267;8.861
Esi+;N,N-Dimethyldecylamine oxide;6;2605-79-0;DTXSID7042190;DTXCID5022190;1;506;8.37;Mid;0.122;1.24E+07;0.983;1.22E+07;8.13;1.121;0.117;NA;NA;;NA;9.99E+07;8.896;0.05;YES;72.915;3.433;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;664.9;617.8;363.1;872.8;NO;1.004;0.047;YES;8.229;8.861
Esi+;N,N-Dimethyldecylamine oxide;6;2605-79-0;DTXSID7042190;DTXCID5022190;1;506;8.37;High;0.49;4.43E+07;1.411;6.26E+07;8.13;1.121;0.502;NA;NA;;NA;1.28E+08;45.665;0.257;YES;93.194;3.433;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;713.3;617.8;363.1;872.8;NO;5.154;0.242;YES;10.518;8.861
Esi+;N-Butyl-p-toluenesulfonamide;6;1907-65-9;DTXSID7042198;DTXCID5022198;1;504;6.69;Low;0.024;9.22E+05;0.952;8.78E+05;7.24;0.78;0.022;NA;NA;;NA;3.66E+07;0.641;0.004;YES;26.704;2.717;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;498.5;477.9;222.9;733.1;NO;0.392;0.006;YES;16.332;1.635
Esi+;N-Butyl-p-toluenesulfonamide;6;1907-65-9;DTXSID7042198;DTXCID5022198;1;504;6.69;Mid;0.122;4.01E+06;0.98;3.93E+06;7.24;0.78;0.149;NA;NA;;NA;3.22E+07;2.866;0.016;YES;23.489;2.717;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;480.5;477.9;222.9;733.1;NO;1.753;0.028;YES;14.366;1.635
Esi+;N-Butyl-p-toluenesulfonamide;6;1907-65-9;DTXSID7042198;DTXCID5022198;1;504;6.69;High;0.49;8.55E+06;1.067;9.12E+06;7.24;0.78;0.44;NA;NA;;NA;1.86E+07;6.657;0.038;YES;13.585;2.717;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;410.5;477.9;222.9;733.1;NO;4.071;0.065;YES;8.308;1.635
