Ionization Mode;name;pH_aq;CAS Registry Number;DTXSID;MS-Ready DTXCID;Number of Mixtures;Mixture;Retention Time;Concentration Level;Concentration (mM);Observed Intensity;Normalization Factor;Normalized Intensity;log-log Calibration Curve Intercept;log-log Calibration Curve Slope;Calibration Curve Concentration Estimate (mM);Upper-Bound Calibration Curve Concentration Estimate (mM);Lower-Bound Calibration Curve Concentration Estimate (mM);True Concentration Within CC-Based Concentration Bounds?;Error Quotient: Upper-Bound Calibration Curve Concentration Estimate / True Concentration;Response Factor;Upper-Bound RF-Based Concentration Estimate (mM);Lower-Bound RF-Based Concentration Estimate (mM);True Concentration Within RF-Based Concentration Bounds?;Error Quotient: Upper-Bound RF-Based Concentration Estimate / True Concentration;logIE;instrument;source;solvent;doi;Box-Cox Transformed Response Factor (l = -0.106);Linear Mixed-Effects Model Transformed Response Factor Estimate;Smoothed Linear Mixed-Effects Model Upper-Bound Transformed Response Factor Estimate;Smoothed Linear Mixed-Effects Model Lower-Bound Transformed Response Factor Estimate;IE-Based RF Imputed with Minimum RF / √2;Upper-Bound IE-Based Concentration Estimate (mM);Lower-Bound IE-Based Concentration Estimate (mM);True Concentration Within IE-Based Concentration Bounds?;Error Quotient: Upper-Bound IE-Based Concentration Estimate / True Concentration;Prediction Quotient: Upper-Bound RF-Based Concentration Estimate / Upper Bound IE-Based Concentration Estimate
Esi-;Fluazinam;6;79622-59-6;DTXSID7032551;DTXCID5012551;1;503;12.1;Low;0.0216;6.00E+05;1.795;1.08E+06;7.67;0.976;0.021;NA;NA;;NA;4.99E+07;3.889;0.024;NO;180.052;1.983;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.993;7.523;8.043;7.005;NO;2.975;0.016;YES;137.727;1.307
Esi-;Fluazinam;6;79622-59-6;DTXSID7032551;DTXCID5012551;1;503;12.1;Mid;0.1098;3.09E+06;1.812;5.60E+06;7.67;0.976;0.115;NA;NA;;NA;5.10E+07;20.21;0.124;NO;184.064;1.983;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.996;7.523;8.043;7.005;NO;15.459;0.081;YES;140.796;1.307
Esi-;Fluazinam;6;79622-59-6;DTXSID7032551;DTXCID5012551;1;503;12.1;High;0.441;1.28E+07;1.594;2.04E+07;7.67;0.976;0.431;NA;NA;;NA;4.62E+07;73.631;0.451;NO;166.964;1.983;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.981;7.523;8.043;7.005;NO;56.323;0.293;YES;127.716;1.307
Esi-;N-Benzyladenine;6;1214-39-7;DTXSID7032630;DTXCID5012630;1;501;3.34;Low;0.024;2.14E+05;0.534;1.14E+05;6.74;1.044;0.024;NA;NA;;NA;4.77E+06;0.413;0.003;YES;17.204;0.777;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.585;7.394;7.912;6.876;NO;0.513;0.004;YES;21.396;0.804
Esi-;N-Benzyladenine;6;1214-39-7;DTXSID7032630;DTXCID5012630;1;501;3.34;Mid;0.122;1.19E+06;0.498;5.95E+05;6.74;1.044;0.118;NA;NA;;NA;4.87E+06;2.147;0.013;YES;17.599;0.777;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.59;7.394;7.912;6.876;NO;2.67;0.02;YES;21.886;0.804
Esi-;N-Benzyladenine;6;1214-39-7;DTXSID7032630;DTXCID5012630;1;501;3.34;High;0.49;4.85E+06;0.551;2.67E+06;6.74;1.044;0.498;NA;NA;;NA;5.45E+06;9.646;0.059;YES;19.685;0.777;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.612;7.394;7.912;6.876;NO;11.996;0.09;YES;24.481;0.804
Esi-;Ipconazole;6;125225-28-7;DTXSID7034674;DTXCID5014674;1;505;11.04;Low;0.024;2.61E+05;0.609;1.59E+05;6.5;0.765;0.02;NA;NA;;NA;6.62E+06;0.574;0.004;YES;23.902;1.551;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.649;7.477;7.996;6.959;NO;0.524;0.003;YES;21.823;1.095
Esi-;Ipconazole;6;125225-28-7;DTXSID7034674;DTXCID5014674;1;505;11.04;Mid;0.122;1.39E+06;0.621;8.60E+05;6.5;0.765;0.182;NA;NA;;NA;7.05E+06;3.105;0.019;YES;25.454;1.551;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.661;7.477;7.996;6.959;NO;2.835;0.017;YES;23.24;1.095
Esi-;Ipconazole;6;125225-28-7;DTXSID7034674;DTXCID5014674;1;505;11.04;High;0.49;2.45E+06;0.636;1.56E+06;6.5;0.765;0.395;NA;NA;;NA;3.18E+06;5.624;0.034;YES;11.477;1.551;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.504;7.477;7.996;6.959;NO;5.135;0.031;YES;10.479;1.095
Esi-;(Z)-Hexadec-9-enoic acid;6;373-49-9;DTXSID0041197;DTXCID501603;1;505;13.41;Low;0.024;6.98E+04;0.609;4.25E+04;6.34;1.054;0.024;NA;NA;;NA;1.77E+06;0.154;0.001;YES;6.396;1.227;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.381;7.442;7.961;6.924;NO;0.16;0.001;YES;6.654;0.961
Esi-;(Z)-Hexadec-9-enoic acid;6;373-49-9;DTXSID0041197;DTXCID501603;1;505;13.41;Mid;0.122;4.00E+05;0.621;2.48E+05;6.34;1.054;0.126;NA;NA;;NA;2.04E+06;0.896;0.005;YES;7.347;1.227;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.411;7.442;7.961;6.924;NO;0.932;0.006;YES;7.643;0.961
Esi-;(Z)-Hexadec-9-enoic acid;6;373-49-9;DTXSID0041197;DTXCID501603;1;505;13.41;High;0.49;1.60E+06;0.636;1.02E+06;6.34;1.054;0.481;NA;NA;;NA;2.08E+06;3.682;0.023;YES;7.515;1.227;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.416;7.442;7.961;6.924;NO;3.831;0.025;YES;7.818;0.961
Esi-;Rosiglitazone maleate;6;155141-29-0;DTXSID2023569;DTXCID5017131;1;501;7.45;Low;0.024;7.61E+04;0.534;4.06E+04;6.41;1.12;0.025;NA;NA;;NA;1.69E+06;0.147;0.001;YES;6.111;1.103;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.371;7.429;7.947;6.911;NO;0.16;0.001;YES;6.682;0.915
Esi-;Rosiglitazone maleate;6;155141-29-0;DTXSID2023569;DTXCID5017131;1;501;7.45;Mid;0.122;4.46E+05;0.498;2.22E+05;6.41;1.12;0.113;NA;NA;;NA;1.82E+06;0.801;0.005;YES;6.568;1.103;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.387;7.429;7.947;6.911;NO;0.876;0.006;YES;7.181;0.915
Esi-;Rosiglitazone maleate;6;155141-29-0;DTXSID2023569;DTXCID5017131;1;501;7.45;High;0.49;2.18E+06;0.551;1.20E+06;6.41;1.12;0.51;NA;NA;;NA;2.45E+06;4.329;0.027;YES;8.834;1.103;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.45;7.429;7.947;6.911;NO;4.733;0.032;YES;9.659;0.915
Esi-;Bisphenol AF;6;1478-61-1;DTXSID7037717;DTXCID5017717;1;505;8.9;Low;0.024;3.32E+05;0.609;2.02E+05;6.94;0.995;0.023;NA;NA;;NA;8.42E+06;0.73;0.004;YES;30.413;2.039;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.694;7.529;8.049;7.011;NO;0.545;0.003;YES;22.728;1.338
Esi-;Bisphenol AF;6;1478-61-1;DTXSID7037717;DTXCID5017717;1;505;8.9;Mid;0.122;1.89E+06;0.621;1.17E+06;6.94;0.995;0.134;NA;NA;;NA;9.60E+06;4.227;0.026;YES;34.647;2.039;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.718;7.529;8.049;7.011;NO;3.159;0.016;YES;25.893;1.338
Esi-;Bisphenol AF;6;1478-61-1;DTXSID7037717;DTXCID5017717;1;505;8.9;High;0.49;6.34E+06;0.636;4.03E+06;6.94;0.995;0.465;NA;NA;;NA;8.23E+06;14.559;0.089;YES;29.713;2.039;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.69;7.529;8.049;7.011;NO;10.88;0.056;YES;22.205;1.338
Esi-;AVE3295;6;478263-98-8;DTXSID5047372;DTXCID50197212;1;502;8.63;Low;0.05185;1.30E+06;0.531;6.88E+05;7.07;0.946;0.05;NA;NA;;NA;1.33E+07;2.484;0.015;YES;47.916;1.825;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.776;7.506;8.025;6.988;NO;2.029;0.011;YES;39.127;1.225
Esi-;AVE3295;6;478263-98-8;DTXSID5047372;DTXCID50197212;1;502;8.63;Mid;0.2074;6.03E+06;0.484;2.92E+06;7.07;0.946;0.229;NA;NA;;NA;1.41E+07;10.538;0.065;YES;50.811;1.825;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.786;7.506;8.025;6.988;NO;8.605;0.047;YES;41.491;1.225
Esi-;AVE3295;6;478263-98-8;DTXSID5047372;DTXCID50197212;1;502;8.63;High;0.6222;1.45E+07;0.493;7.14E+06;7.07;0.946;0.589;NA;NA;;NA;1.15E+07;25.77;0.158;YES;41.417;1.825;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.75;7.506;8.025;6.988;NO;21.043;0.115;YES;33.82;1.225
Esi-;Chloroxuron;6;1982-47-4;DTXSID7040287;DTXCID5020287;1;505;8.15;Low;0.024;1.37E+05;0.609;8.34E+04;6.26;0.809;0.022;NA;NA;;NA;3.47E+06;0.301;0.002;YES;12.541;1.269;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.522;7.447;7.965;6.929;NO;0.308;0.002;YES;12.83;0.977
Esi-;Chloroxuron;6;1982-47-4;DTXSID7040287;DTXCID5020287;1;505;8.15;Mid;0.122;5.98E+05;0.621;3.71E+05;6.26;0.809;0.142;NA;NA;;NA;3.04E+06;1.34;0.008;YES;10.984;1.269;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.495;7.447;7.965;6.929;NO;1.371;0.009;YES;11.238;0.977
Esi-;Chloroxuron;6;1982-47-4;DTXSID7040287;DTXCID5020287;1;505;8.15;High;0.49;1.49E+06;0.636;9.48E+05;6.26;0.809;0.452;NA;NA;;NA;1.93E+06;3.421;0.021;YES;6.982;1.269;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.4;7.447;7.965;6.929;NO;3.5;0.023;YES;7.143;0.977
Esi-;Ingliforib;6;186392-65-4;DTXSID4047252;DTXCID50210197;1;505;7.66;Low;0.024;2.75E+05;0.609;1.67E+05;6.51;0.777;0.022;NA;NA;;NA;6.97E+06;0.604;0.004;YES;25.164;1.448;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.659;7.466;7.985;6.948;NO;0.575;0.004;YES;23.957;1.05
Esi-;Ingliforib;6;186392-65-4;DTXSID4047252;DTXCID50210197;1;505;7.66;Mid;0.122;1.18E+06;0.621;7.31E+05;6.51;0.777;0.147;NA;NA;;NA;5.99E+06;2.638;0.016;YES;21.623;1.448;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.63;7.466;7.985;6.948;NO;2.512;0.015;YES;20.587;1.05
Esi-;Ingliforib;6;186392-65-4;DTXSID4047252;DTXCID50210197;1;505;7.66;High;0.49;2.71E+06;0.636;1.73E+06;6.51;0.777;0.443;NA;NA;;NA;3.52E+06;6.228;0.038;YES;12.711;1.448;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.525;7.466;7.985;6.948;NO;5.93;0.037;YES;12.101;1.05
Esi-;Farglitazar;6;196808-45-4;DTXSID1047310;DTXCID50210218;1;506;10.76;Mid;0.1098;1.02E+05;1.517;1.55E+05;6.1;0.947;0.11;NA;NA;;NA;1.41E+06;0.56;0.003;YES;5.103;1.254;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.331;7.445;7.964;6.927;NO;0.577;0.004;YES;5.254;0.971
Esi-;Farglitazar;6;196808-45-4;DTXSID1047310;DTXCID50210218;1;506;10.76;High;0.441;3.84E+05;1.508;5.79E+05;6.1;0.947;0.441;NA;NA;;NA;1.31E+06;2.09;0.013;YES;4.739;1.254;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.315;7.445;7.964;6.927;NO;2.152;0.014;YES;4.879;0.971
Esi-;Benodanil;6;15310-01-7;DTXSID7041623;DTXCID5021623;1;501;5.76;Low;0.024;3.30E+04;0.534;1.76E+04;5.9;1.015;0.023;NA;NA;;NA;7.34E+05;0.064;0;YES;2.65;1.008;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.18;7.419;7.937;6.901;NO;0.072;0.001;YES;3.009;0.881
Esi-;Benodanil;6;15310-01-7;DTXSID7041623;DTXCID5021623;1;501;5.76;Mid;0.122;1.98E+05;0.498;9.85E+04;5.9;1.015;0.128;NA;NA;;NA;8.08E+05;0.356;0.002;YES;2.916;1.008;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.203;7.419;7.937;6.901;NO;0.404;0.003;YES;3.311;0.881
Esi-;Benodanil;6;15310-01-7;DTXSID7041623;DTXCID5021623;1;501;5.76;High;0.49;6.81E+05;0.551;3.75E+05;5.9;1.015;0.478;NA;NA;;NA;7.66E+05;1.355;0.008;YES;2.765;1.008;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.19;7.419;7.937;6.901;NO;1.538;0.011;YES;3.14;0.881
Esi-;2,2'-Dibenzoylaminodiphenyl disulfide;6;135-57-9;DTXSID7041629;DTXCID5021629;1;506;10.66;Mid;0.122;4.02E+04;1.517;6.09E+04;5.47;0.755;0.122;NA;NA;;NA;4.99E+05;0.22;0.001;YES;1.803;1.639;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.086;7.486;8.005;6.968;NO;0.194;0.001;YES;1.589;1.135
Esi-;2,2'-Dibenzoylaminodiphenyl disulfide;6;135-57-9;DTXSID7041629;DTXCID5021629;1;506;10.66;High;0.49;1.15E+05;1.508;1.74E+05;5.47;0.755;0.49;NA;NA;;NA;3.55E+05;0.628;0.004;YES;1.282;1.639;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7;7.486;8.005;6.968;NO;0.554;0.003;YES;1.13;1.135
Esi-;Carbetamide;6;16118-49-3;DTXSID7041756;DTXCID5021756;1;505;3.3;Low;0.0192;1.76E+05;0.609;1.07E+05;6.8;1.017;0.018;NA;NA;;NA;5.58E+06;0.387;0.002;YES;20.153;0.909;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.616;7.408;7.926;6.89;NO;0.457;0.003;YES;23.793;0.847
Esi-;Carbetamide;6;16118-49-3;DTXSID7041756;DTXCID5021756;1;505;3.3;Mid;0.0976;1.04E+06;0.621;6.46E+05;6.8;1.017;0.107;NA;NA;;NA;6.62E+06;2.332;0.014;YES;23.894;0.909;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.649;7.408;7.926;6.89;NO;2.753;0.02;YES;28.209;0.847
Esi-;Carbetamide;6;16118-49-3;DTXSID7041756;DTXCID5021756;1;505;3.3;High;0.392;3.59E+06;0.636;2.28E+06;6.8;1.017;0.372;NA;NA;;NA;5.83E+06;8.247;0.051;YES;21.039;0.909;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.624;7.408;7.926;6.89;NO;9.737;0.07;YES;24.838;0.847
Esi-;Dinoterb;6;1420-07-1;DTXSID7041883;DTXCID5021883;1;501;5.76;Low;0.024;9.02E+05;0.534;4.82E+05;7.47;1.108;0.025;NA;NA;;NA;2.01E+07;1.74;0.011;YES;72.487;1.19;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.847;7.438;7.957;6.92;NO;1.837;0.012;YES;76.552;0.947
Esi-;Dinoterb;6;1420-07-1;DTXSID7041883;DTXCID5021883;1;501;5.76;Mid;0.122;5.44E+06;0.498;2.71E+06;7.47;1.108;0.116;NA;NA;;NA;2.22E+07;9.781;0.06;YES;80.172;1.19;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.864;7.438;7.957;6.92;NO;10.329;0.069;YES;84.668;0.947
Esi-;Dinoterb;6;1420-07-1;DTXSID7041883;DTXCID5021883;1;501;5.76;High;0.49;2.49E+07;0.551;1.37E+07;7.47;1.108;0.502;NA;NA;;NA;2.80E+07;49.448;0.303;YES;100.915;1.19;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.902;7.438;7.957;6.92;NO;52.221;0.347;YES;106.574;0.947
Esi-;Haloxyfop;6;69806-34-4;DTXSID7042019;DTXCID5022019;1;505;6.66;Low;0.024;6.25E+04;0.609;3.81E+04;6.25;1.019;0.023;NA;NA;;NA;1.59E+06;0.137;0.001;YES;5.729;1.855;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.357;7.51;8.029;6.991;NO;0.111;0.001;YES;4.621;1.24
Esi-;Haloxyfop;6;69806-34-4;DTXSID7042019;DTXCID5022019;1;505;6.66;Mid;0.122;3.69E+05;0.621;2.29E+05;6.25;1.019;0.134;NA;NA;;NA;1.88E+06;0.827;0.005;YES;6.778;1.855;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.394;7.51;8.029;6.991;NO;0.667;0.004;YES;5.467;1.24
Esi-;Haloxyfop;6;69806-34-4;DTXSID7042019;DTXCID5022019;1;505;6.66;High;0.49;1.28E+06;0.636;8.16E+05;6.25;1.019;0.466;NA;NA;;NA;1.67E+06;2.948;0.018;YES;6.015;1.855;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.368;7.51;8.029;6.991;NO;2.378;0.013;YES;4.852;1.24
Esi-;Formononetin;6;485-72-3;DTXSID4022311;DTXCID502311;1;505;5.99;Low;0.024;8.73E+05;0.609;5.32E+05;7.25;0.921;0.022;NA;NA;;NA;2.21E+07;1.919;0.012;YES;79.961;1.095;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.863;7.428;7.946;6.91;NO;2.105;0.014;YES;87.711;0.912
Esi-;Formononetin;6;485-72-3;DTXSID4022311;DTXCID502311;1;505;5.99;Mid;0.122;4.83E+06;0.621;3.00E+06;7.25;0.921;0.145;NA;NA;;NA;2.46E+07;10.835;0.066;YES;88.811;1.095;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.881;7.428;7.946;6.91;NO;11.885;0.081;YES;97.419;0.912
Esi-;Formononetin;6;485-72-3;DTXSID4022311;DTXCID502311;1;505;5.99;High;0.49;1.33E+07;0.636;8.43E+06;7.25;0.921;0.446;NA;NA;;NA;1.72E+07;30.444;0.187;YES;62.13;1.095;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.821;7.428;7.946;6.91;NO;33.395;0.228;YES;68.152;0.912
Esi-;2-Chloro-4-phenylphenol;6;92-04-6;DTXSID0022353;DTXCID502353;1;505;8.2;Mid;0.122;1.61E+05;0.621;1.00E+05;5.92;1.004;0.122;NA;NA;;NA;8.22E+05;0.362;0.002;YES;2.966;0.864;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.207;7.403;7.921;6.886;NO;0.435;0.003;YES;3.565;0.832
Esi-;2-Chloro-4-phenylphenol;6;92-04-6;DTXSID0022353;DTXCID502353;1;505;8.2;High;0.49;6.37E+05;0.636;4.05E+05;5.92;1.004;0.49;NA;NA;;NA;8.26E+05;1.461;0.009;YES;2.983;0.864;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.208;7.403;7.921;6.886;NO;1.757;0.013;YES;3.585;0.832
Esi-;Florasulam;6;145701-23-1;DTXSID7044340;DTXCID5024340;1;505;1.17;Mid;0.0854;2.37E+05;0.621;1.47E+05;5.85;0.64;0.085;NA;NA;;NA;1.72E+06;0.53;0.003;YES;6.211;2.146;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.375;7.541;8.06;7.022;NO;0.379;0.002;YES;4.441;1.399
Esi-;Florasulam;6;145701-23-1;DTXSID7044340;DTXCID5024340;1;505;1.17;High;0.343;5.62E+05;0.636;3.58E+05;5.85;0.64;0.343;NA;NA;;NA;1.04E+06;1.291;0.008;YES;3.765;2.146;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.262;7.541;8.06;7.022;NO;0.923;0.005;YES;2.692;1.399
Esi-;N-(4-Methoxyphenyl)-3-oxobutanamide;6;5437-98-9;DTXSID7044689;DTXCID5024689;1;505;1.45;Low;0.024;7.28E+04;0.609;4.43E+04;6.46;1.093;0.022;NA;NA;;NA;1.85E+06;0.16;0.001;YES;6.669;0.774;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.39;7.394;7.912;6.876;NO;0.199;0.001;YES;8.304;0.803
Esi-;N-(4-Methoxyphenyl)-3-oxobutanamide;6;5437-98-9;DTXSID7044689;DTXCID5024689;1;505;1.45;Mid;0.122;5.78E+05;0.621;3.59E+05;6.46;1.093;0.148;NA;NA;;NA;2.94E+06;1.295;0.008;YES;10.616;0.774;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.488;7.394;7.912;6.876;NO;1.613;0.012;YES;13.218;0.803
Esi-;N-(4-Methoxyphenyl)-3-oxobutanamide;6;5437-98-9;DTXSID7044689;DTXCID5024689;1;505;1.45;High;0.49;1.85E+06;0.636;1.18E+06;6.46;1.093;0.441;NA;NA;;NA;2.41E+06;4.256;0.026;YES;8.685;0.774;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.447;7.394;7.912;6.876;NO;5.299;0.04;YES;10.814;0.803
Esi-;Metamitron;6;41394-05-2;DTXSID7047568;DTXCID5027568;1;505;1.43;Mid;0.122;2.14E+05;0.621;1.33E+05;5.85;0.792;0.122;NA;NA;;NA;1.09E+06;0.48;0.003;YES;3.937;0.587;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.273;7.374;7.891;6.856;NO;0.643;0.005;YES;5.274;0.747
Esi-;Metamitron;6;41394-05-2;DTXSID7047568;DTXCID5027568;1;505;1.43;High;0.49;6.29E+05;0.636;4.00E+05;5.85;0.792;0.49;NA;NA;;NA;8.17E+05;1.445;0.009;YES;2.949;0.587;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.205;7.374;7.891;6.856;NO;1.935;0.015;YES;3.95;0.747
Esi-;6-Hydroxy-2-naphthyl disulfide;6;6088-51-3;DTXSID7025429;DTXCID505429;1;505;11.42;Low;0.024;5.77E+05;0.609;3.51E+05;6.96;0.853;0.022;NA;NA;;NA;1.46E+07;1.268;0.008;YES;52.842;1.556;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.793;7.478;7.996;6.959;NO;1.156;0.007;YES;48.146;1.098
Esi-;6-Hydroxy-2-naphthyl disulfide;6;6088-51-3;DTXSID7025429;DTXCID505429;1;505;11.42;Mid;0.122;2.85E+06;0.621;1.77E+06;6.96;0.853;0.147;NA;NA;;NA;1.45E+07;6.385;0.039;YES;52.336;1.556;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.791;7.478;7.996;6.959;NO;5.818;0.035;YES;47.686;1.098
Esi-;6-Hydroxy-2-naphthyl disulfide;6;6088-51-3;DTXSID7025429;DTXCID505429;1;505;11.42;High;0.49;7.16E+06;0.636;4.55E+06;6.96;0.853;0.444;NA;NA;;NA;9.29E+06;16.438;0.101;YES;33.547;1.556;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.712;7.478;7.996;6.959;NO;14.978;0.089;YES;30.566;1.098
Esi-;Indomethacin;6;53-86-1;DTXSID9020740;DTXCID50740;1;502;6.81;Low;0.061;1.04E+05;0.531;5.51E+04;6.01;1.045;0.061;NA;NA;;NA;9.04E+05;0.199;0.001;YES;3.263;1.913;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.229;7.516;8.035;6.997;NO;0.157;0.001;YES;2.569;1.27
Esi-;Indomethacin;6;53-86-1;DTXSID9020740;DTXCID50740;1;502;6.81;Mid;0.244;4.96E+05;0.484;2.40E+05;6.01;1.045;0.248;NA;NA;;NA;9.83E+05;0.866;0.005;YES;3.55;1.913;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.249;7.516;8.035;6.997;NO;0.682;0.004;YES;2.795;1.27
Esi-;Indomethacin;6;53-86-1;DTXSID9020740;DTXCID50740;1;502;6.81;High;0.732;1.50E+06;0.493;7.38E+05;6.01;1.045;0.726;NA;NA;;NA;1.01E+06;2.665;0.016;YES;3.641;1.913;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.255;7.516;8.035;6.997;NO;2.099;0.011;YES;2.867;1.27
Esi-;2-Isopropyl-6-methyl-4-pyrimidone;6;2814-20-2;DTXSID1027502;DTXCID507502;1;505;1.05;Mid;0.122;1.58E+05;0.621;9.81E+04;5.66;0.732;0.122;NA;NA;;NA;8.04E+05;0.354;0.002;YES;2.903;-0.397;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.202;7.268;7.785;6.751;NO;0.691;0.007;YES;5.663;0.513
Esi-;2-Isopropyl-6-methyl-4-pyrimidone;6;2814-20-2;DTXSID1027502;DTXCID507502;1;505;1.05;High;0.49;4.27E+05;0.636;2.71E+05;5.66;0.732;0.49;NA;NA;;NA;5.54E+05;0.979;0.006;YES;1.999;-0.397;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.112;7.268;7.785;6.751;NO;1.911;0.019;YES;3.899;0.513
Esi-;2-[4-(Diethylamino)-2-hydroxybenzoyl]benzoic acid;6;5809-23-4;DTXSID4027604;DTXCID507604;1;505;5.53;Mid;0.122;1.54E+05;0.621;9.58E+04;5.81;0.911;0.122;NA;NA;;NA;7.85E+05;0.346;0.002;YES;2.835;1.782;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.196;7.502;8.021;6.983;NO;0.287;0.002;YES;2.356;1.203
