SMILES;pH_aq;name;logIE;instrument;source;solvent;doi
COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC;7.8;thiophanate-methyl;3.43;Agilent XCT;ESI;MeCN/10 mM ammonium bicarbonate 50/50;Measured in this study
Cc1c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)cccc1c3ccccc3;7.8;bifenthrin;-0.22;Agilent XCT;ESI;MeCN/10 mM ammonium bicarbonate 50/50;Measured in this study
CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1;7.8;phenthoate;2.45;Agilent XCT;ESI;MeCN/10 mM ammonium bicarbonate 50/50;Measured in this study
COc1ccc(C=O)cc1;7.8;p-anisaldehyde;0.11;Agilent XCT;ESI;MeCN/10 mM ammonium bicarbonate 50/50;Measured in this study
Oc1ccc(C=O)cc1;7.8;4-hydroxybenzaldehyde;0.34;Agilent XCT;ESI;MeCN/10 mM ammonium bicarbonate 50/50;Measured in this study
OC(=O)C=Cc1ccccc1;7.8;cinnamic acid;-0.23;Agilent XCT;ESI;MeCN/10 mM ammonium bicarbonate 50/50;Measured in this study
CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4;7.8;scopolamine;3.23;Agilent XCT;ESI;MeCN/10 mM ammonium bicarbonate 50/50;Measured in this study
CCO[P](=S)(Oc1ccc(cc1)C#N)c2ccccc2;7.8;cyanophenphos;2.82;Agilent XCT;ESI;MeCN/10 mM ammonium bicarbonate 50/50;Measured in this study
CC1=NN=C(c2ccccc2)C(=O)N1N;7.8;metamitrone;3.21;Agilent XCT;ESI;MeCN/10 mM ammonium bicarbonate 50/50;Measured in this study
CC(C)c1ccc(NC(=O)N(C)C)cc1;7.8;isoproturon;3.57;Agilent XCT;ESI;MeCN/10 mM ammonium bicarbonate 50/50;Measured in this study
CCc1cccc(CC)c1N(COC)C(=O)CCl;7.8;alachlor;2.31;Agilent XCT;ESI;MeCN/10 mM ammonium bicarbonate 50/50;Measured in this study
COc1cc(ccc1O)C(O)CN;7.8;normetanephrine;0.81;Agilent XCT;ESI;MeCN/10 mM ammonium bicarbonate 50/50;Measured in this study
FC(F)C(F)(F)OCC(Cn1cncn1)c2ccc(Cl)cc2Cl;7.8;tetraconazole;2.93;Agilent XCT;ESI;MeCN/10 mM ammonium bicarbonate 50/50;Measured in this study
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O;2.09;terfenadine;4.6;Thermo LTQ;ESI;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4;2.09;loperamide;4.92;Thermo LTQ;ESI;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31;2.09;amitriptyline;4.58;Thermo LTQ;ESI;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4;2.09;buspirone;4.25;Thermo LTQ;ESI;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O;2.09;propanolol;4.07;Thermo LTQ;ESI;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl;2.09;aripiprazole;3.99;Thermo LTQ;ESI;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I;2.09;amiodarone;4.51;Thermo LTQ;ESI;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F;2.09;haloperidol;4.6;Thermo LTQ;ESI;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl;2.09;ketoconazole;4.24;Thermo LTQ;ESI;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl;2.09;trazodone;4.22;Thermo LTQ;ESI;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC[N+](CC)(CC)CC;2.09;tetraethylammonium;4.39;Thermo LTQ;ESI;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F;2.09;fluoxetine;3.76;Thermo LTQ;ESI;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O;2.09;quinine;2.8;Thermo LTQ;ESI;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O;2.09;atenolol;3.19;Thermo LTQ;ESI;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O;2.09;lincomycin;3.07;Thermo LTQ;ESI;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
c1ccncc1;2.09;pyridine;3.21;Thermo LTQ;ESI;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C;2.09;progesterone;3.1;Thermo LTQ;ESI;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C;2.09;testosterone;3.22;Thermo LTQ;ESI;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O;2.09;norfloxacin;2.69;Thermo LTQ;ESI;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CN1C=NC2=C1C(=O)N(C(=O)N2C)C;2.09;caffeine;2.72;Thermo LTQ;ESI;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O;2.09;terfenadine;4.99;Thermo LTQ;HESI-II;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4;2.09;loperamide;5.28;Thermo LTQ;HESI-II;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31;2.09;amitriptyline;4.97;Thermo LTQ;HESI-II;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4;2.09;buspirone;4.69;Thermo LTQ;HESI-II;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O;2.09;propanolol;4.36;Thermo LTQ;HESI-II;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl;2.09;aripiprazole;4;Thermo LTQ;HESI-II;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I;2.09;amiodarone;4.87;Thermo LTQ;HESI-II;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F;2.09;haloperidol;4.92;Thermo LTQ;HESI-II;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl;2.09;ketoconazole;4.66;Thermo LTQ;HESI-II;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl;2.09;trazodone;4.81;Thermo LTQ;HESI-II;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC[N+](CC)(CC)CC;2.09;tetraethylammonium;4.46;Thermo LTQ;HESI-II;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F;2.09;fluoxetine;4.06;Thermo LTQ;HESI-II;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O;2.09;quinine;3.92;Thermo LTQ;HESI-II;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O;2.09;atenolol;3.47;Thermo LTQ;HESI-II;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O;2.09;lincomycin;3.51;Thermo LTQ;HESI-II;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
c1ccncc1;2.09;pyridine;2.73;Thermo LTQ;HESI-II;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C;2.09;progesterone;3.37;Thermo LTQ;HESI-II;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C;2.09;testosterone;3.62;Thermo LTQ;HESI-II;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O;2.09;norfloxacin;3.14;Thermo LTQ;HESI-II;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CN1C=NC2=C1C(=O)N(C(=O)N2C)C;2.09;caffeine;2.92;Thermo LTQ;HESI-II;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O;2.09;terfenadine;4.08;Sciex API4000;TurboSpray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4;2.09;loperamide;4.96;Sciex API4000;TurboSpray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31;2.09;amitriptyline;4.6;Sciex API4000;TurboSpray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4;2.09;buspirone;4.14;Sciex API4000;TurboSpray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O;2.09;propanolol;4.15;Sciex API4000;TurboSpray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl;2.09;aripiprazole;4.1;Sciex API4000;TurboSpray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I;2.09;amiodarone;4.61;Sciex API4000;TurboSpray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F;2.09;haloperidol;4.56;Sciex API4000;TurboSpray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl;2.09;ketoconazole;3.58;Sciex API4000;TurboSpray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl;2.09;trazodone;4.4;Sciex API4000;TurboSpray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC[N+](CC)(CC)CC;2.09;tetraethylammonium;4.69;Sciex API4000;TurboSpray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F;2.09;fluoxetine;3.3;Sciex API4000;TurboSpray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O;2.09;quinine;2.94;Sciex API4000;TurboSpray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O;2.09;atenolol;3.35;Sciex API4000;TurboSpray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O;2.09;lincomycin;3.42;Sciex API4000;TurboSpray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
c1ccncc1;2.09;pyridine;3.31;Sciex API4000;TurboSpray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C;2.09;progesterone;3.48;Sciex API4000;TurboSpray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C;2.09;testosterone;3.61;Sciex API4000;TurboSpray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O;2.09;norfloxacin;2.78;Sciex API4000;TurboSpray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CN1C=NC2=C1C(=O)N(C(=O)N2C)C;2.09;caffeine;2.78;Sciex API4000;TurboSpray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O;2.09;terfenadine;4.69;Waters Synapt G.2;Z-spray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4;2.09;loperamide;5.06;Waters Synapt G.2;Z-spray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31;2.09;amitriptyline;4.31;Waters Synapt G.2;Z-spray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4;2.09;buspirone;3.69;Waters Synapt G.2;Z-spray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O;2.09;propanolol;3.84;Waters Synapt G.2;Z-spray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl;2.09;aripiprazole;3.52;Waters Synapt G.2;Z-spray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I;2.09;amiodarone;4.17;Waters Synapt G.2;Z-spray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F;2.09;haloperidol;4.16;Waters Synapt G.2;Z-spray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl;2.09;ketoconazole;3.06;Waters Synapt G.2;Z-spray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl;2.09;trazodone;3.89;Waters Synapt G.2;Z-spray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC[N+](CC)(CC)CC;2.09;tetraethylammonium;3.95;Waters Synapt G.2;Z-spray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F;2.09;fluoxetine;2.01;Waters Synapt G.2;Z-spray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O;2.09;quinine;2.67;Waters Synapt G.2;Z-spray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O;2.09;atenolol;2.8;Waters Synapt G.2;Z-spray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O;2.09;lincomycin;3.01;Waters Synapt G.2;Z-spray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
c1ccncc1;2.09;pyridine;0.38;Waters Synapt G.2;Z-spray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C;2.09;progesterone;2.99;Waters Synapt G.2;Z-spray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C;2.09;testosterone;3.34;Waters Synapt G.2;Z-spray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O;2.09;norfloxacin;2.26;Waters Synapt G.2;Z-spray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CN1C=NC2=C1C(=O)N(C(=O)N2C)C;2.09;caffeine;2.47;Waters Synapt G.2;Z-spray;MeCN/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O;3.44;terfenadine;4.72;Thermo LTQ;ESI;MeCN/10 mM propionic acid(aq) 90/10;10.1002/rcm.8352
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4;3.44;loperamide;5.01;Thermo LTQ;ESI;MeCN/10 mM propionic acid(aq) 90/10;10.1002/rcm.8352
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31;3.44;amitriptyline;4.71;Thermo LTQ;ESI;MeCN/10 mM propionic acid(aq) 90/10;10.1002/rcm.8352
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4;3.44;buspirone;4.66;Thermo LTQ;ESI;MeCN/10 mM propionic acid(aq) 90/10;10.1002/rcm.8352
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O;3.44;propanolol;4.15;Thermo LTQ;ESI;MeCN/10 mM propionic acid(aq) 90/10;10.1002/rcm.8352
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl;3.44;aripiprazole;4.14;Thermo LTQ;ESI;MeCN/10 mM propionic acid(aq) 90/10;10.1002/rcm.8352
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I;3.44;amiodarone;4.59;Thermo LTQ;ESI;MeCN/10 mM propionic acid(aq) 90/10;10.1002/rcm.8352
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F;3.44;haloperidol;4.39;Thermo LTQ;ESI;MeCN/10 mM propionic acid(aq) 90/10;10.1002/rcm.8352
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl;3.44;ketoconazole;4.08;Thermo LTQ;ESI;MeCN/10 mM propionic acid(aq) 90/10;10.1002/rcm.8352
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl;3.44;trazodone;4.35;Thermo LTQ;ESI;MeCN/10 mM propionic acid(aq) 90/10;10.1002/rcm.8352
CC[N+](CC)(CC)CC;3.44;tetraethylammonium;4.48;Thermo LTQ;ESI;MeCN/10 mM propionic acid(aq) 90/10;10.1002/rcm.8352
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F;3.44;fluoxetine;3.99;Thermo LTQ;ESI;MeCN/10 mM propionic acid(aq) 90/10;10.1002/rcm.8352
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O;3.44;quinine;3.74;Thermo LTQ;ESI;MeCN/10 mM propionic acid(aq) 90/10;10.1002/rcm.8352
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O;3.44;atenolol;3.43;Thermo LTQ;ESI;MeCN/10 mM propionic acid(aq) 90/10;10.1002/rcm.8352
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O;3.44;lincomycin;3.44;Thermo LTQ;ESI;MeCN/10 mM propionic acid(aq) 90/10;10.1002/rcm.8352
c1ccncc1;3.44;pyridine;2.67;Thermo LTQ;ESI;MeCN/10 mM propionic acid(aq) 90/10;10.1002/rcm.8352
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C;3.44;progesterone;2.09;Thermo LTQ;ESI;MeCN/10 mM propionic acid(aq) 90/10;10.1002/rcm.8352
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C;3.44;testosterone;2.28;Thermo LTQ;ESI;MeCN/10 mM propionic acid(aq) 90/10;10.1002/rcm.8352
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O;3.44;norfloxacin;2.92;Thermo LTQ;ESI;MeCN/10 mM propionic acid(aq) 90/10;10.1002/rcm.8352
CN1C=NC2=C1C(=O)N(C(=O)N2C)C;3.44;caffeine;2.02;Thermo LTQ;ESI;MeCN/10 mM propionic acid(aq) 90/10;10.1002/rcm.8352
CC[N+](CC)(CC)CC;2;tetraethylammonium;3.93;Agilent XCT;ESI;MeCN/10 mM trifluoroacetic acid 50/50;Measured in this study
Clc1ccccc1N=P(N=P(N1CCCC1)(N1CCCC1)N1CCCC1)(N1CCCC1)N1CCCC1;2;1,1,1,3,3-Pentapyrrolizino-4-(2-chlorophenyl)-1,3-diphospha(V)-2,4-diaza-1,3-butadiene;4.67;Agilent XCT;ESI;MeCN/10 mM trifluoroacetic acid 50/50;Measured in this study
FC(F)(F)c1ccc(N=P(N2CCCC2)(N2CCCC2)N2CCCC2)cc1;2;N-[4-(Trifluoromethyl)phenyl]-P,P,P-tripyrrolizinophosphazene;3.97;Agilent XCT;ESI;MeCN/10 mM trifluoroacetic acid 50/50;Measured in this study
CCC[N+](CCC)(CCC)CCC;2;tetrapropylammonium;3.76;Agilent XCT;ESI;MeCN/10 mM trifluoroacetic acid 50/50;Measured in this study
CCCN(CCC)CCC;2;tripropylamine;4.08;Agilent XCT;ESI;MeCN/10 mM trifluoroacetic acid 50/50;Measured in this study
c1ccncc1;2;pyridine;2.16;Agilent XCT;ESI;MeCN/10 mM trifluoroacetic acid 50/50;Measured in this study
C1CCNC1;2;pyrrolidine;2.41;Agilent XCT;ESI;MeCN/10 mM trifluoroacetic acid 50/50;Measured in this study
CCNCC;2;diethylamine;2.78;Agilent XCT;ESI;MeCN/10 mM trifluoroacetic acid 50/50;Measured in this study
COc1cccc(c1)N(C)C;2;3-methoxy-N,N-dimethylaniline;3.66;Agilent XCT;ESI;MeCN/10 mM trifluoroacetic acid 50/50;Measured in this study
Nc1ccccn1;2;2-aminopyridine;2.27;Agilent XCT;ESI;MeCN/10 mM trifluoroacetic acid 50/50;Measured in this study
CN(C)c1ccc(cc1)N(C)C;2;N,N,N',N'-Tetramethyl-P-phenylenediamine;3.34;Agilent XCT;ESI;MeCN/10 mM trifluoroacetic acid 50/50;Measured in this study
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6;2;reserpine;3.78;Agilent XCT;ESI;MeCN/10 mM trifluoroacetic acid 50/50;Measured in this study
N[C@@H](CCC(N)=O)C(O)=O;2;glutamine;1.14;Agilent XCT;ESI;MeCN/10 mM trifluoroacetic acid 50/50;Measured in this study
CC(N)C(=O)O;2;alpha-alanine;0.87;Agilent XCT;ESI;MeCN/10 mM trifluoroacetic acid 50/50;Measured in this study
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O;2;DL-phenylalanyl-DL-phenylalanyl-DL-phenylalanyl-DL-phenylalanine;3.03;Agilent XCT;ESI;MeCN/10 mM trifluoroacetic acid 50/50;Measured in this study
c1cnc2c(c1)ccc3cccnc23;2;1,10-phenanthroline;3.22;Agilent XCT;ESI;MeCN/10 mM trifluoroacetic acid 50/50;Measured in this study
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1;2;N,N-Dimethyl-4'-[(triphenylphosphoranylidene)amino]azobenzene-4-amine;4.49;Agilent XCT;ESI;MeCN/10 mM trifluoroacetic acid 50/50;Measured in this study
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)N3CCCC3)cc2)cc1;2;N,N-Dimethyl-4'-[(pyrrolizinodiphenylphosphoranylidene)amino]azobenzene-4-amine;4.38;Agilent XCT;ESI;MeCN/10 mM trifluoroacetic acid 50/50;Measured in this study
